"","V1","V2","V3","V4","V5"
"1",-1.02799080724727,0.916848026745723,2.07420348994976,1.29822417743631,1.13263913778729
"2",0.604827394190848,0.243852735517401,-0.489086970465569,-0.860411727078354,-0.474820974158813
"3",0.24825343255745,-2.63704384002504,-0.199399500975162,-0.959745480450327,-1.33090898022747
"4",0.454235154224415,-0.675538625422723,0.321219067086992,-0.170275611045563,0.360301156131551
"5",-1.48473640643038,0.126475031764327,-0.976746491826477,-1.75427074059301,0.241552796051749
"6",-2.04564960549125,-0.0239813829885182,-0.085495299566746,0.473160946119583,1.07646656064954
"7",0.0935672511160096,0.189493689793351,-0.754171303844763,-1.01531518970698,-1.46045753937668
"8",-0.448967642367709,0.66648522903774,2.30412090795532,0.710496752058251,0.54228203660198
"9",-0.430714367443483,0.0510329412123493,0.463712173070688,1.03338534297709,0.530482817893399
"10",1.02292916607153,-1.57358832518894,-0.459571042299585,0.422228371072957,1.64392293392313
"11",-0.435784639140843,1.42666084131335,-1.57639700309092,-0.697804885132457,-0.384227721028135
"12",-1.52706324699482,-1.38077538849412,0.264978572672591,-0.359020243673888,0.862394970339525
"13",-1.43090523089187,-0.92706927088351,-0.232027322353917,1.16452003887992,1.67102825865122
"14",0.142575239150992,-0.554298544664353,0.462245879018026,-0.423619314063876,0.908995273484529
"15",0.494088139158426,0.191602238994997,-0.479335615012923,1.55536529576405,0.2586974444725
"16",0.724628239619422,0.124351586980427,1.64447957481908,-0.104065662538347,0.52178484801056
"17",-0.206092657975649,0.186485421760909,-0.79640156946625,-0.226900187040157,0.476423130899739
"18",1.31030164568765,1.15533001908979,-0.123089878388476,-0.308115105018164,-0.0261182575344266
"19",0.117848696878011,0.152367105277785,0.779949597850258,0.0330101315101905,-0.718732378190353
"20",1.05333785024943,0.585540545169564,0.583841097382016,0.475001000909839,-0.679453876795913
"21",1.80128736454361,-0.806362701088318,-0.432516680030888,-1.34636989143701,-0.612558803607129
"22",-0.0210542605421986,-0.578440280795125,-1.08034032201865,-1.17088184565495,-0.801776936433252
"23",-1.95577470557066,-0.317695679855792,-0.0998659358158548,0.0830671265239141,-0.823978802054273
"24",-0.0351826806363456,-0.598481023160921,-1.09625133651226,-1.43534454823051,1.07754404814428
"25",0.869913228476322,-0.379532901189444,-0.922380202881399,0.093314275479863,1.77014604495309
"26",0.0873784825259781,1.20484421680709,-0.620657613198949,-1.52255944724056,0.675074729374967
"27",1.0949705739689,-0.354824947784914,0.998320024992252,0.606897801281551,0.509982441865839
"28",-0.989618252090308,1.07533219709051,0.0712592903894327,1.17455988785012,-0.894974703971293
"29",-0.186838578726725,0.547680519081334,1.06315542206453,-0.477561433918852,0.382308108056755
"30",1.46939389751307,0.219389131937468,-0.247541366913453,-1.53867524598622,-0.829023422658652
"31",-0.323479696521482,1.74934041733365,0.868819871813089,0.020402191659608,-1.06060088667689
"32",-0.31343196742989,-1.85094672457784,1.15274920837738,2.22062384165718,-1.26084674933454
"33",0.408202849533087,0.482186406174975,0.12838070965313,0.097347322176702,-0.318629293975357
"34",-0.120216470375045,0.613544358089247,0.262922655147922,-1.35581370160394,-1.73305672998241
"35",0.143318807747163,-0.691595295622906,0.90965930339205,0.977082602753625,0.126125129968012
"36",0.794078195862179,0.125000301578524,-0.396766584385376,0.484325156606105,0.0733910919568961
"37",-0.0546436944918336,1.08470505529019,2.22641089328685,-0.160252173295275,-0.430966457270709
"38",0.540357669180832,-0.858700517826923,-0.0319040250964967,-0.963205298378451,1.43265390241077
"39",-0.107998256050814,-1.84166729501785,0.190349976053734,1.29915739923482,-0.694581128761172
"40",-2.49804337173635,-1.08616888707604,0.543684473523202,0.631294281467657,-0.273184070681763
"41",0.362906298555552,-1.12803693119608,-0.139860098888261,0.40320730854752,-0.0254773795917786
"42",0.548353582694608,-0.959518722805963,1.78906528537994,2.90466126809952,-0.806887434175787
"43",0.777846081411802,0.330033187814122,0.0173589589932487,0.366099360925433,0.565378747454827
"44",-0.283789733359415,-0.447358909910572,0.0880716748527734,0.253327352808749,0.799018597818637
"45",0.28286117436411,0.308124654825549,-0.281359942605621,1.39072326085282,-0.226555438911936
"46",-2.78589886853892,-0.0666044233878395,-0.0387636147410506,-1.30511036178241,-0.203406364495048
"47",-0.977361597821874,0.991291982458456,-0.228640962350634,0.175037489306375,1.20179948038664
"48",-1.43987592022671,2.02008024465802,1.32248684028887,-0.00299702937788316,1.85245668621645
"49",-0.0190913674968259,-1.44169728520276,1.90006134415756,0.315745720628418,-0.640374902853497
"50",1.02642317706644,0.720411372957155,-0.0267481931984196,0.0673917357914271,-0.172093311837773
"51",-0.452805823376293,0.231499023667022,-0.542312597261019,0.108618071090235,-0.262878012322407
"52",-1.69215250859544,-0.761447214551833,-2.44937479061904,0.840599076267159,-0.806148716998919
